"","poisonous","capShape","capSurface","capColor","bruisesTrueFalse","odor","gillAttachment","gillSpacing","gillSize","gillColor","stalkShape","stalkRoot","stalkSurfaceAboveRing","stalkSurfaceBelowRing","stalkColorAboveRing","stalkColorBelowRing","veilType","veilColor","ringNumber","ringType","sporePrintColor","population","habitat"
"5957",1,"convex","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths"
"5958",1,"flat","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","woods"
"5959",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","grasses"
"5960",1,"convex","smooth","gray",1,"foul","free","close","broad","pink","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","grasses"
"5961",1,"convex","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","woods"
"5962",0,"convex","scaly","brown",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste"
"5963",0,"flat","scaly","brown",0,"none","free","crowded","narrow","white","enlarging","bulbous","fibrous","fibrous","white","brown","partial","white",1,"evanescent","white","several","leaves"
"5964",1,"flat","scaly","buff",1,"none","free","close","broad","gray","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","grasses"
"5965",1,"knobbed","fibrous","brown",0,"none","free","close","narrow","white","enlarging",".","silky","scaly","white","yellow","partial","white",1,"evanescent","white","several","woods"
"5966",1,"flat","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","several","grasses"
"5967",1,"convex","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","paths"
"5968",1,"flat","fibrous","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","woods"
"5969",1,"flat","fibrous","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","woods"
"5970",1,"convex","smooth","gray",1,"foul","free","close","broad","pink","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","grasses"
"5971",0,"convex","scaly","green",0,"none","free","close","narrow","purple","enlarging",".","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","solitary","woods"
"5972",1,"convex","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths"
"5973",1,"flat","smooth","pink",1,"none","free","close","broad","gray","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","meadows"
"5974",1,"convex","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"5975",1,"flat","smooth","buff",1,"foul","free","close","broad","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","several","grasses"
"5976",1,"convex","smooth","buff",1,"foul","free","close","broad","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","several","urban"
"5977",0,"knobbed","smooth","red",1,"none","free","close","broad","red","enlarging",".","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste"
"5978",1,"flat","smooth","buff",1,"foul","free","close","broad","white","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","grasses"
"5979",0,"convex","fibrous","brown",0,"none","free","crowded","narrow","white","enlarging","bulbous","fibrous","fibrous","white","brown","partial","white",1,"evanescent","white","several","leaves"
"5980",1,"flat","scaly","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","several","woods"
"5981",0,"flat","scaly","white",0,"none","free","close","narrow","white","enlarging",".","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","solitary","woods"
"5982",1,"flat","smooth","white",1,"foul","free","close","broad","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","urban"
"5983",1,"flat","smooth","pink",1,"none","free","close","broad","green","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","grasses"
"5984",1,"flat","scaly","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","solitary","woods"
"5985",1,"flat","smooth","gray",1,"foul","free","close","broad","chocolate","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","grasses"
"5986",1,"convex","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","leaves"
"5987",1,"flat","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","grasses"
"5988",1,"flat","smooth","gray",1,"foul","free","close","broad","chocolate","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","grasses"
"5989",1,"flat","smooth","white",1,"foul","free","close","broad","chocolate","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban"
"5990",1,"convex","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"5991",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","woods"
"5992",1,"convex","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","woods"
"5993",1,"bell","scaly","buff",1,"none","free","close","broad","gray","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","grasses"
"5994",1,"flat","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","grasses"
"5995",1,"convex","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves"
"5996",1,"convex","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","white","white","partial","white",1,"evanescent","white","several","woods"
"5997",0,"knobbed","scaly","buff",1,"none","free","close","broad","red","enlarging",".","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste"
"5998",0,"convex","scaly","white",0,"none","free","close","narrow","pink","enlarging",".","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","solitary","woods"
"5999",1,"flat","smooth","buff",1,"foul","free","close","broad","pink","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","several","urban"
"6000",1,"flat","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","grasses"
"6001",1,"convex","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6002",1,"flat","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6003",1,"convex","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","woods"
"6004",1,"convex","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","paths"
"6005",1,"flat","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","white","white","partial","white",1,"evanescent","white","several","paths"
"6006",1,"flat","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6007",1,"knobbed","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6008",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths"
"6009",1,"convex","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6010",1,"flat","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6011",1,"flat","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","woods"
"6012",1,"convex","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6013",1,"convex","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6014",1,"flat","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","woods"
"6015",1,"flat","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6016",1,"flat","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6017",1,"flat","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6018",1,"flat","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","paths"
"6019",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","woods"
"6020",1,"knobbed","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6021",1,"convex","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","leaves"
"6022",1,"flat","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","woods"
"6023",1,"flat","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves"
"6024",1,"knobbed","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6025",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6026",1,"convex","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","paths"
"6027",1,"flat","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"6028",1,"flat","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves"
"6029",1,"flat","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6030",1,"flat","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6031",1,"flat","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","paths"
"6032",1,"flat","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6033",1,"convex","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6034",1,"flat","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","white","white","partial","white",1,"evanescent","white","several","paths"
"6035",1,"convex","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"6036",1,"flat","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6037",1,"convex","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","white","white","partial","white",1,"evanescent","white","several","leaves"
"6038",1,"flat","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6039",0,"bell","smooth","brown",0,"none","attached","close","broad","yellow","enlarging",".","smooth","smooth","orange","orange","partial","brown",1,"pendant","brown","clustered","leaves"
"6040",1,"flat","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6041",0,"convex","smooth","brown",0,"none","attached","close","broad","orange","enlarging",".","smooth","smooth","orange","orange","partial","brown",1,"pendant","brown","several","leaves"
"6042",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6043",1,"flat","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6044",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6045",1,"flat","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","white","white","partial","white",1,"evanescent","white","several","leaves"
"6046",1,"convex","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","white","partial","white",1,"evanescent","white","several","leaves"
"6047",1,"convex","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6048",1,"flat","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","woods"
"6049",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"6050",1,"flat","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"6051",1,"flat","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","paths"
"6052",1,"flat","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","white","white","partial","white",1,"evanescent","white","several","leaves"
"6053",1,"flat","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","woods"
"6054",1,"flat","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6055",1,"convex","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6056",1,"convex","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","woods"
"6057",1,"flat","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6058",1,"flat","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","white","white","partial","white",1,"evanescent","white","several","paths"
"6059",1,"convex","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","woods"
"6060",1,"knobbed","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6061",1,"knobbed","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6062",1,"flat","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","woods"
"6063",1,"convex","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6064",1,"convex","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6065",1,"flat","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","paths"
"6066",1,"flat","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6067",1,"flat","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6068",1,"convex","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","paths"
"6069",0,"convex","fibrous","white",0,"none","free","crowded","broad","white","enlarging",".","silky","silky","white","white","partial","white",2,"pendant","white","numerous","grasses"
"6070",1,"flat","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6071",1,"convex","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6072",1,"convex","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","woods"
"6073",1,"flat","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6074",1,"flat","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6075",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6076",1,"convex","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6077",1,"flat","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6078",1,"knobbed","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6079",1,"flat","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","white","white","partial","white",1,"evanescent","white","several","paths"
"6080",1,"convex","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6081",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6082",1,"convex","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6083",1,"flat","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6084",1,"flat","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","paths"
"6085",1,"knobbed","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6086",1,"flat","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6087",1,"flat","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","woods"
"6088",1,"convex","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6089",1,"flat","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6090",1,"flat","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","woods"
"6091",1,"flat","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6092",1,"flat","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6093",1,"flat","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6094",1,"flat","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6095",1,"flat","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6096",1,"flat","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6097",1,"convex","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","white","white","partial","white",1,"evanescent","white","several","paths"
"6098",1,"flat","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6099",1,"convex","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","woods"
"6100",1,"flat","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","white","white","partial","white",1,"evanescent","white","several","leaves"
"6101",1,"convex","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","paths"
"6102",1,"flat","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths"
"6103",1,"flat","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6104",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6105",1,"flat","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"6106",1,"flat","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6107",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6108",1,"flat","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6109",1,"flat","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6110",1,"convex","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6111",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6112",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6113",1,"convex","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6114",1,"flat","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","leaves"
"6115",1,"flat","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6116",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","white","white","partial","white",1,"evanescent","white","several","leaves"
"6117",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6118",1,"convex","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6119",1,"convex","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6120",1,"knobbed","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","paths"
"6121",0,"convex","smooth","cinnamon",1,"none","free","close","broad","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","white","several","paths"
"6122",1,"convex","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6123",1,"flat","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","woods"
"6124",1,"convex","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6125",1,"flat","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6126",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6127",1,"flat","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","leaves"
"6128",1,"convex","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6129",1,"convex","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6130",1,"convex","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","woods"
"6131",1,"convex","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","white","white","partial","white",1,"evanescent","white","several","woods"
"6132",1,"flat","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","paths"
"6133",1,"flat","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","white","partial","white",1,"evanescent","white","several","leaves"
"6134",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","white","white","partial","white",1,"evanescent","white","several","paths"
"6135",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6136",1,"knobbed","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths"
"6137",1,"flat","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","woods"
"6138",1,"flat","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"6139",1,"convex","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6140",1,"flat","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6141",1,"flat","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
